Meta Title,H1,Tip Pagina,Cuvinte Descriere,Linkuri Interne Descriere,Exista FAQ,Numar Produse,URL,URL Cannonical,breadcrumb_text,breadcrumb_links
"Pompe de caldura Unitate interna, Mitsubishi, Hydrobox ME Sp...","Unitate interna, Mitsubishi, Hydrobox ME Split, pentru Zubadan 23 kW, FTC6",product,67,0,False,1,https://www.romstal.ro/unitate-interna-mitsubishi-hydrobox-me-split-pentru-zubadan-23-kw-ftc6.html,https://www.romstal.ro/unitate-interna-mitsubishi-hydrobox-me-split-pentru-zubadan-23-kw-ftc6.html,"Energie regenerabila > Pompe de caldura > Pompe de caldura > Pompe de caldura > Unitate interna, Mitsubishi, Hydrobox ME Split, pentru Zubadan 23 kW, FTC6",https://www.romstal.ro/energie-regenerabila-c1460579.html > https://www.romstal.ro/pompe-de-caldura-c1460591.html > https://www.romstal.ro/pompe-de-caldura-c1461999.html > https://www.romstal.ro/pompe-de-caldura-c1462000.html > https://www.romstal.ro/unitate-interna-mitsubishi-hydrobox-me-split-pentru-zubadan-23-kw-ftc6.html
"BOILER ELECTRIC, TESY BILIGHT, 120L, 2000W - Romstal","Boiler electric, Tesy, BiLight, 2000W, 120L, montaj vertical",product,356,0,False,1,https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-120l-montaj-vertical-p49575.html,https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-120l-montaj-vertical.html,"Echipamente termice incalzire > Boilere, instanturi si acumulatoare > Boilere, instanturi electrice / lemne > Boilere electrice > Boiler electric, Tesy, BiLight, 2000W, 120L, montaj vertical",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/boilere-instanturi-si-acumulatoare-c1460157.html > https://www.romstal.ro/boilere-instanturi-electrice-lemne-c1460158.html > https://www.romstal.ro/boilere-electrice-c1460159.html > https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-120l-montaj-vertical.html
Electrocasnice Incorporabile - Preturi Bune - Romstal.ro,Electrocasnice incorporabile,category,0,0,False,144,https://www.romstal.ro/incorporabile-2272.html,https://www.romstal.ro/incorporabile-2272.html,Electrocasnice si produse pentru casa > Incorporabile,https://www.romstal.ro/electrocasnice-si-produse-pentru-casa-2260.html > https://www.romstal.ro/incorporabile-2272.html
"TEAVA PPR ALB ALIM. APA, L=4M, PN 20 BAR, D.32mm - Romstal","TEAVA PPR ALB ALIM. APA, L=4M, PN 20 BAR, D.32mm",product,68,0,False,1,https://www.romstal.ro/teava-ppr-alb-alim-apa-l-4m-pn-20-bar-d-32mm-p14740732.html,https://www.romstal.ro/teava-ppr-alb-alim-apa-l-4m-pn-20-bar-d-32mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Tevi ppr si pert > Tevi simple ppr alb > TEAVA PPR ALB ALIM. APA, L=4M, PN 20 BAR, D.32mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/tevi-ppr-si-pert-c1459778.html > https://www.romstal.ro/tevi-simple-ppr-alb-c1459780.html > https://www.romstal.ro/teava-ppr-alb-alim-apa-l-4m-pn-20-bar-d-32mm.html
TURBINA EOLIANA NE-2000 48V 2000W - Romstal,TURBINA EOLIANA NE-2000 48V 2000W,product,497,1,False,1,https://www.romstal.ro/turbina-eoliana-ne-2000-48v-2000w.html,https://www.romstal.ro/turbina-eoliana-ne-2000-48v-2000w.html,Energie regenerabila > Turbine eoliene > Turbine eoliene cu ax orizontal > Turbine eoliene cu ax orizontal > TURBINA EOLIANA NE-2000 48V 2000W,https://www.romstal.ro/energie-regenerabila-c1460579.html > https://www.romstal.ro/turbine-eoliene-c1460636.html > https://www.romstal.ro/turbine-eoliene-cu-ax-orizontal-c1460639.html > https://www.romstal.ro/turbine-eoliene-cu-ax-orizontal-c1460640.html > https://www.romstal.ro/turbina-eoliana-ne-2000-48v-2000w.html
"BATERIE BUCATARIE, FUNCTIE FILTRARE APA, GROHE BLUE HOME - Romstal","Baterie bucatarie, Grohe, Blue Home, functie filtrare apa",product,399,0,False,1,https://www.romstal.ro/baterie-bucatarie-grohe-blue-home-functie-filtrare-apa-p14739045.html,https://www.romstal.ro/baterie-bucatarie-grohe-blue-home-functie-filtrare-apa.html,"Pompe, filtre si vase de expansiune > Filtre, contoare, rezervoare > Filtre si rezerve filtre apa > Filtre apa > Baterie bucatarie, Grohe, Blue Home, functie filtrare apa",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/filtre-contoare-rezervoare-c1459343.html > https://www.romstal.ro/filtre-si-rezerve-filtre-apa-c1459344.html > https://www.romstal.ro/filtre-apa-c1459345.html > https://www.romstal.ro/baterie-bucatarie-grohe-blue-home-functie-filtrare-apa.html
"PLACA ELECTRONICA (AUTOMAT ARDERE) PT. VITODENS 050-W BPJC,BPJD 24,33KW - Romstal","Placa electronica (automat ardere), Viessmann, pentru VITODENS 050-W BPJC, BPJD 24, 33KW",product,11,0,False,1,https://www.romstal.ro/placa-electronica-automat-ardere-viessmann-pentru-vitodens-050-w-bpjc-bpjd-24-33kw-p10052482.html,https://www.romstal.ro/placa-electronica-automat-ardere-viessmann-pentru-vitodens-050-w-bpjc-bpjd-24-33kw.html,"Piese de schimb > Piese schimb termice > Centrale termice murale > Placi electronice, automatizari > Placa electronica (automat ardere), Viessmann, pentru VITODENS 050-W BPJC, BPJD 24, 33KW",https://www.romstal.ro/piese-de-schimb-c3678.html > https://www.romstal.ro/piese-schimb-termice-c3677.html > https://www.romstal.ro/centrale-termice-murale-c3460.html > https://www.romstal.ro/placi-electronice-automatizari-c3544.html > https://www.romstal.ro/placa-electronica-automat-ardere-viessmann-pentru-vitodens-050-w-bpjc-bpjd-24-33kw.html
AUTOMATIZARE VAILLANT MULTIMATIC VRC 700 - Romstal,AUTOMATIZARE VAILLANT VRC 700,product,417,0,False,1,https://www.romstal.ro/automatizare-vaillant-multimatic-vrc-700-p14808374.html,https://www.romstal.ro/automatizare-vaillant-vrc-700.html,Energie regenerabila > Pompe de caldura > Accesorii pompe de caldura > Accesorii pompe de caldura > AUTOMATIZARE VAILLANT VRC 700,https://www.romstal.ro/energie-regenerabila-c1460579.html > https://www.romstal.ro/pompe-de-caldura-c1460591.html > https://www.romstal.ro/accesorii-pompe-de-caldura-c1460609.html > https://www.romstal.ro/accesorii-pompe-de-caldura-c1460610.html > https://www.romstal.ro/automatizare-vaillant-vrc-700.html
Hote incorporabile - Preturi bune | Romstal,Hote incorporabile,category,305,0,False,31,https://www.romstal.ro/hota-incorporabila-2326.html,https://www.romstal.ro/hota-incorporabila-2326.html,Electrocasnice si produse pentru casa > Hote > Hota incorporabila,https://www.romstal.ro/electrocasnice-si-produse-pentru-casa-2260.html > https://www.romstal.ro/hote-2321.html > https://www.romstal.ro/hota-incorporabila-2326.html
"PRESOSTAT DANFOSS KPI 35, 0.2-8 BAR, DP 0.5-1.5 BAR PT. MEDII LICHIDE / GAZ. - Romstal","Presostat, Danfoss, KPI 35, 0.2-8 BAR, DP 0.5-1.5 BAR, pentru medii lichide/gaz",product,0,0,False,1,https://www.romstal.ro/presostat-danfoss-kpi-35-0-2-8-bar-dp-0-5-1-5-bar-pt-medii-lichide-gaz-p44247.html,https://www.romstal.ro/presostat-danfoss-kpi-35-0-2-8-bar-dp-0-5-1-5-bar-pentru-medii-lichide-gaz.html,"Piese de schimb > Piese schimb termice > Automatizari, accesorii termice > Subansamble, accesorii > Presostat, Danfoss, KPI 35, 0.2-8 BAR, DP 0.5-1.5 BAR, pentru medii lichide/gaz",https://www.romstal.ro/piese-de-schimb-c3678.html > https://www.romstal.ro/piese-schimb-termice-c3677.html > https://www.romstal.ro/automatizari-accesorii-termice-c3453.html > https://www.romstal.ro/subansamble-accesorii-c3468.html > https://www.romstal.ro/presostat-danfoss-kpi-35-0-2-8-bar-dp-0-5-1-5-bar-pentru-medii-lichide-gaz.html
"TEU EGAL DIN ALAMA NICHELATA ''HIDRA'' FE PT IMBINARI PRIN FILET, 1/2"" - Romstal","TEU EGAL DIN ALAMA NICHELATA ''HIDRA'' FE PT IMBINARI PRIN FILET, 1/2""",product,48,0,False,1,https://www.romstal.ro/teu-egal-din-alama-nichelata-hidra-fe-pt-imbinari-prin-filet-1-2-p49088.html,https://www.romstal.ro/teu-egal-din-alama-nichelata-hidra-fe-pt-imbinari-prin-filet-1-2.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din metal > Fitinguri din alama > Fitinguri alama > TEU EGAL DIN ALAMA NICHELATA ''HIDRA'' FE PT IMBINARI PRIN FILET, 1/2""",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-metal-c1459673.html > https://www.romstal.ro/fitinguri-din-alama-c1459749.html > https://www.romstal.ro/fitinguri-alama-c1461857.html > https://www.romstal.ro/teu-egal-din-alama-nichelata-hidra-fe-pt-imbinari-prin-filet-1-2.html
"CALORIFER DIN OTEL, ECCORAD, 22, 300 x2000, 2396W - Romstal","Calorifer (radiator) alb din otel Eccorad, tip 22, 300 x2000, 2396w, accesorii incluse",product,138,0,False,1,https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-22-300-x2000-2396w-accesorii-incluse-p35591.html,https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-22-300-x2000-2396w-accesorii-incluse.html,"Echipamente termice incalzire > Calorifere si convectoare > Calorifere din otel > Calorifere din otel tip panou > Calorifer (radiator) alb din otel Eccorad, tip 22, 300 x2000, 2396w, accesorii incluse",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/calorifere-si-convectoare-c1460110.html > https://www.romstal.ro/calorifere-din-otel-c1460111.html > https://www.romstal.ro/calorifere-din-otel-tip-panou-c1460112.html > https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-22-300-x2000-2396w-accesorii-incluse.html
"CALORIFER DIN OTEL, ECCORAD, 33, 600 x900, 2885W - Romstal","Calorifer (radiator) alb din otel Eccorad, tip 33, 600 x900, 2885w, accesorii incluse",product,138,0,False,1,https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-33-600-x900-2885w-accesorii-incluse-p35578.html,https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-33-600-x900-2885w-accesorii-incluse.html,"Echipamente termice incalzire > Calorifere si convectoare > Calorifere din otel > Calorifere din otel tip panou > Calorifer (radiator) alb din otel Eccorad, tip 33, 600 x900, 2885w, accesorii incluse",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/calorifere-si-convectoare-c1460110.html > https://www.romstal.ro/calorifere-din-otel-c1460111.html > https://www.romstal.ro/calorifere-din-otel-tip-panou-c1460112.html > https://www.romstal.ro/calorifer-radiator-alb-din-otel-eccorad-tip-33-600-x900-2885w-accesorii-incluse.html
"CLAPETA REZERVOR WC INGROPAT, GEBERIT DELTA21, ALBA - Romstal","Clapeta actionare WC ingropat , Geberit, DELTA 21/25, alba",product,41,0,False,1,https://www.romstal.ro/clapeta-actionare-wc-ingropat-geberit-delta-21-alba-p15268.html,https://www.romstal.ro/clapeta-actionare-wc-ingropat-geberit-delta-21-25-alba.html,"Amenajare baie > Obiecte sanitare pentru baie > Rezervoare wc si accesorii > Clapete rezervor wc > Clapeta actionare WC ingropat , Geberit, DELTA 21/25, alba",https://www.romstal.ro/amenajare-baie-c1460743.html > https://www.romstal.ro/obiecte-sanitare-pentru-baie-c1460744.html > https://www.romstal.ro/rezervoare-wc-si-accesorii-c1460760.html > https://www.romstal.ro/clapete-rezervor-wc-c1460764.html > https://www.romstal.ro/clapeta-actionare-wc-ingropat-geberit-delta-21-25-alba.html
"TUB PEID APA PE100, D.160mmx9.5mm, PN10, SDR17, BARA 6 MT - Romstal","TUB PEID APA PE100, D160x9.5, PN10, 13MT
-@TUB PEID APA PE100, D.160mmx9.5mm, PN10, SDR17, BARA 6 MT",product,118,0,False,1,https://www.romstal.ro/tub-peid-apa-pe100-d160x9-5-pn10-13mt-tub-peid-apa-pe100-d-160mmx9-5mm-pn10-sdr17-bara-6-mt-p14780739.html,https://www.romstal.ro/tub-peid-apa-pe100-d160x9-5-pn10-13mt-tub-peid-apa-pe100-d-160mmx9-5mm-pn10-sdr17-bara-6-mt.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Tevi peid apa si gaz > Apa > TUB PEID APA PE100, D160x9.5, PN10, 13MT
-@TUB PEID APA PE100, D.160mmx9.5mm, PN10, SDR17, BARA 6 MT",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/tevi-peid-apa-si-gaz-c1459859.html > https://www.romstal.ro/apa-c1459860.html > https://www.romstal.ro/tub-peid-apa-pe100-d160x9-5-pn10-13mt-tub-peid-apa-pe100-d-160mmx9-5mm-pn10-sdr17-bara-6-mt.html
"CONTACTOR/TERMOSTAT LIMITA WT-3 PT. MICROCENTRALA EPCO.L2, EKCO.L 6-48 kW; 55A, 400V, 100C(-10C) - Romstal","CONTACTOR/TERMOSTAT LIMITA WT-3 PT. MICROCENTRALA EPCO.L2, EKCO.L 6-48 kW; 55A, 400V, 100C(-10C)",product,0,0,False,1,https://www.romstal.ro/contactor-termostat-limita-wt-3-pt-microcentrala-epco-l2-ekco-l-6-48-kw-55a-400v-100c-10c-p41578.html,https://www.romstal.ro/contactor-termostat-limita-wt-3-pt-microcentrala-epco-l2-ekco-l-6-48-kw-55a-400v-100c-10c.html,"Piese de schimb > Piese schimb termice > Centrale termice murale > Transformatoare alimentare > CONTACTOR/TERMOSTAT LIMITA WT-3 PT. MICROCENTRALA EPCO.L2, EKCO.L 6-48 kW; 55A, 400V, 100C(-10C)",https://www.romstal.ro/piese-de-schimb-c3678.html > https://www.romstal.ro/piese-schimb-termice-c3677.html > https://www.romstal.ro/centrale-termice-murale-c3460.html > https://www.romstal.ro/transformatoare-alimentare-c3564.html > https://www.romstal.ro/contactor-termostat-limita-wt-3-pt-microcentrala-epco-l2-ekco-l-6-48-kw-55a-400v-100c-10c.html
DETECTOR GAZ METAN HABITAT - Romstal,"Detector gaz metan, Habitat",product,486,0,False,1,https://www.romstal.ro/detector-gaz-metan-habitat-p14741246.html,https://www.romstal.ro/detector-gaz-metan-habitat.html,"Echipamente termice incalzire > Surse de incalzire spatii rezidentiale > Accesorii centrale termice > Accesorii centrale si senzori > Detector gaz metan, Habitat",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/surse-de-incalzire-spatii-rezidentiale-c1460078.html > https://www.romstal.ro/accesorii-centrale-termice-c1460096.html > https://www.romstal.ro/accesorii-centrale-si-senzori-c1460099.html > https://www.romstal.ro/detector-gaz-metan-habitat.html
"FILTRU Y DIN ALAMA NICHELATA ''HIDRA'' 1 1/4"" - Romstal","FILTRU Y DIN ALAMA NICHELATA ''HIDRA'' 1 1/4""",product,55,0,False,1,https://www.romstal.ro/filtru-y-din-alama-nichelata-hidra-1-1-4-p5085.html,https://www.romstal.ro/filtru-y-din-alama-nichelata-hidra-1-1-4.html,"Robineti, racorduri, supape, manometre > Filtre si flanse > Filtre de impuritati > Filtre y > FILTRU Y DIN ALAMA NICHELATA ''HIDRA'' 1 1/4""",https://www.romstal.ro/robineti-racorduri-supape-manometre-2120.html > https://www.romstal.ro/filtre-si-flanse-2125.html > https://www.romstal.ro/filtre-de-impuritati-c1459467.html > https://www.romstal.ro/filtre-y-c1459468.html > https://www.romstal.ro/filtru-y-din-alama-nichelata-hidra-1-1-4.html
"PIULITA HOLENDER SAE PT. GAZ REFRIGERANT 1/4"" F - Romstal","Piulita holender SAE pentru gaz refrigerant, Tecnosystemi, 1/4"" F",product,43,0,False,1,https://www.romstal.ro/piulita-holender-sae-pt-gaz-refrigerant-1-4-f-p23034.html,https://www.romstal.ro/piulita-holender-sae-pentru-gaz-refrigerant-tecnosystemi-1-4-f.html,"Aer conditionat si climatizare > Climatizare > Accesorii climatizare > Accesorii climatizare > Piulita holender SAE pentru gaz refrigerant, Tecnosystemi, 1/4"" F",https://www.romstal.ro/aer-conditionat-si-climatizare-c1460191.html > https://www.romstal.ro/climatizare-c1460208.html > https://www.romstal.ro/accesorii-climatizare-c1460227.html > https://www.romstal.ro/accesorii-climatizare-c1460228.html > https://www.romstal.ro/piulita-holender-sae-pentru-gaz-refrigerant-tecnosystemi-1-4-f.html
"TEAVA PPR GRI ALIM. APA, L=4M, PN 20 BAR, D.20mmx2,8mm - Romstal","TEAVA PPR GRI ALIM. APA, L=4M, PN 20 BAR, D.20mmx2,8mm",product,317,0,False,1,https://www.romstal.ro/teava-ppr-gri-alim-apa-l-4m-pn-20-bar-d-20mmx2-8mm-p38888.html,https://www.romstal.ro/teava-ppr-gri-alim-apa-l-4m-pn-20-bar-d-20mmx2-8mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Tevi ppr si pert > Tevi simple ppr gri > TEAVA PPR GRI ALIM. APA, L=4M, PN 20 BAR, D.20mmx2,8mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/tevi-ppr-si-pert-c1459778.html > https://www.romstal.ro/tevi-simple-ppr-gri-c1459782.html > https://www.romstal.ro/teava-ppr-gri-alim-apa-l-4m-pn-20-bar-d-20mmx2-8mm.html
TRANSFORMATOR DE SEPARATIE MONOFAZIC 230V / 24-230V Pmax=630VA - Romstal,TRANSFORMATOR DE SEPARATIE MONOFAZIC 230V / 24-230V Pmax=630VA,product,143,0,False,1,https://www.romstal.ro/transformator-de-separatie-monofazic-230v-24-230v-pmax-630va-p13164585.html,https://www.romstal.ro/transformator-de-separatie-monofazic-230v-24-230v-pmax-630va.html,Electrice > Aparataj de protectie > Protectii si automatizari industriale > Protectii si automatizari industriale diverse > TRANSFORMATOR DE SEPARATIE MONOFAZIC 230V / 24-230V Pmax=630VA,https://www.romstal.ro/electrice-c1461225.html > https://www.romstal.ro/aparataj-de-protectie-c1461291.html > https://www.romstal.ro/protectii-si-automatizari-industriale-c1461299.html > https://www.romstal.ro/protectii-si-automatizari-industriale-diverse-c1461301.html > https://www.romstal.ro/transformator-de-separatie-monofazic-230v-24-230v-pmax-630va.html
"VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 60L - Romstal","VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 60L",product,43,0,False,1,https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-60l-p5575.html,https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-60l.html,"Pompe, filtre si vase de expansiune > Vase de expansiune > Vase expansiune universale > Vertical 16bar > VAS EXPANSIUNE UNIVERSAL, VERTICAL, VAREM, 10 BAR 60L",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/vase-de-expansiune-c1459326.html > https://www.romstal.ro/vase-expansiune-universale-c1459327.html > https://www.romstal.ro/vertical-16bar-c1459328.html > https://www.romstal.ro/vas-expansiune-universal-vertical-varem-10-bar-60l.html
"BOILER ELECTRIC BOSCH TR1000T 50 B, 1500 W, 50L - Romstal","Boiler electric, Bosch, TR1000T 50 B, 1500 W, 50 L",product,45,0,False,1,https://www.romstal.ro/boiler-electric-bosch-tr1000t-50-b-1500-w-50-l-p14778438.html,https://www.romstal.ro/boiler-electric-bosch-tr1000t-50-b-1500-w-50-l.html,n/a,n/a
"POMPA CIRCULATIE, DAB EVOPLUS, 80/180XM - Romstal","POMPA ELECTRONICA DAB EVOPLUS, 80/180XM 80/180XM",product,303,0,False,1,https://www.romstal.ro/pompa-electronica-dab-evoplus-80-180xm-80-180xm.html,https://www.romstal.ro/pompa-electronica-dab-evoplus-80-180xm-80-180xm.html,"Pompe, filtre si vase de expansiune > Hidrofoare, pompe si grupuri de pompare > Pompe circulatie apa calda > Pompe circulatie rezidentiale > POMPA ELECTRONICA DAB EVOPLUS, 80/180XM 80/180XM",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/hidrofoare-pompe-si-grupuri-de-pompare-c1459262.html > https://www.romstal.ro/pompe-circulatie-apa-calda-c1459289.html > https://www.romstal.ro/pompe-circulatie-rezidentiale-c1461220.html > https://www.romstal.ro/pompa-electronica-dab-evoplus-80-180xm-80-180xm.html
"VENTILATOR AER (GAZE ARSE) FIME, PT. HABITAT, VISION, VISION II, 220-240V/50HZ, 47W - Romstal","VENTILATOR HABITAT, VISION, VISION II",product,44,0,False,1,https://www.romstal.ro/ventilator-habitat-vision-vision-ii-p41664.html,https://www.romstal.ro/ventilator-habitat-vision-vision-ii.html,"Piese de schimb > Piese schimb termice > Centrale termice murale > Ventilatoare aer (gaze arse) > VENTILATOR HABITAT, VISION, VISION II",https://www.romstal.ro/piese-de-schimb-c3678.html > https://www.romstal.ro/piese-schimb-termice-c3677.html > https://www.romstal.ro/centrale-termice-murale-c3460.html > https://www.romstal.ro/ventilatoare-aer-gaze-arse-c3557.html > https://www.romstal.ro/ventilator-habitat-vision-vision-ii.html
"CALORIFER DIN OTEL, ECCORAD, 22, 800 x1200, 3404W - Romstal","Calorifer din otel, Eccorad, 22, 800x1200 mm, 3404 W",product,138,0,False,1,https://www.romstal.ro/calorifer-eccorad-22-800x1200-p35629.html,https://www.romstal.ro/calorifer-din-otel-eccorad-22-800x1200-mm-3404-w.html,"Echipamente termice incalzire > Calorifere si convectoare > Calorifere din otel > Calorifere din otel tip panou > Calorifer din otel, Eccorad, 22, 800x1200 mm, 3404 W",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/calorifere-si-convectoare-c1460110.html > https://www.romstal.ro/calorifere-din-otel-c1460111.html > https://www.romstal.ro/calorifere-din-otel-tip-panou-c1460112.html > https://www.romstal.ro/calorifer-din-otel-eccorad-22-800x1200-mm-3404-w.html
"RACORD FLEXIBIL BATERIE BIDEU SI LAVOAR  PT. GROHE EUROSMART, 3/8"" x D10 mm; L = 420 mm - Romstal","Racord flexibil baterie bideu si lavoar, Grohe, pentru EUROSMART, 3/8"" x D10 mm; lungime 420 mm",product,27,0,False,1,https://www.romstal.ro/racord-flexibil-baterie-bideu-si-lavoar-grohe-pentru-eurosmart-3-8-x-d10-mm-lungime-420-mm-p44507.html,https://www.romstal.ro/racord-flexibil-baterie-bideu-si-lavoar-grohe-pentru-eurosmart-3-8-x-d10-mm-lungime-420-mm.html,"Piese de schimb > Piese schimb sanitare > Baterii sanitare > Racorduri, furtune extractabile > Racord flexibil baterie bideu si lavoar, Grohe, pentru EUROSMART, 3/8"" x D10 mm; lungime 420 mm",https://www.romstal.ro/piese-de-schimb-c3678.html > https://www.romstal.ro/piese-schimb-sanitare-c3778.html > https://www.romstal.ro/baterii-sanitare-c3683.html > https://www.romstal.ro/racorduri-furtune-extractabile-c3700.html > https://www.romstal.ro/racord-flexibil-baterie-bideu-si-lavoar-grohe-pentru-eurosmart-3-8-x-d10-mm-lungime-420-mm.html
"ACUMULATOR INCALZIRE, TESY, 500L - Romstal","Acumulator incalzire, Tesy, 500 L, montaj vertical",product,33,0,False,1,https://www.romstal.ro/acumulator-incalzire-tesy-500l-montaj-vertical-p50400.html,https://www.romstal.ro/acumulator-incalzire-tesy-500-l-montaj-vertical.html,"Echipamente termice incalzire > Boilere, instanturi si acumulatoare > Acumulatoare apa calda / racita > Acumulatoare apa calda > Acumulator incalzire, Tesy, 500 L, montaj vertical",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/boilere-instanturi-si-acumulatoare-c1460157.html > https://www.romstal.ro/acumulatoare-apa-calda-racita-c1460169.html > https://www.romstal.ro/acumulatoare-apa-calda-c1460170.html > https://www.romstal.ro/acumulator-incalzire-tesy-500-l-montaj-vertical.html
ASPERSOR TELESCOPIC ROTATIV MINI-8 RAZA 6-10M MINI-8 RAZA 6-10M - Romstal,ASPERSOR TELESCOPIC ROTATIV MINI-8 RAZA 6-10M MINI-8 RAZA 6-10M,product,406,0,False,1,https://www.romstal.ro/aspersor-telescopic-rotativ-mini-8-raza-6-10m-mini-8-raza-6-10m-p24798.html,https://www.romstal.ro/aspersor-telescopic-rotativ-mini-8-raza-6-10m-mini-8-raza-6-10m.html,"Tevi, fitinguri, irigatii si izolatii > Sisteme de irigatii > Aspersoare irigatii > Rotative > ASPERSOR TELESCOPIC ROTATIV MINI-8 RAZA 6-10M MINI-8 RAZA 6-10M",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/sisteme-de-irigatii-c1459928.html > https://www.romstal.ro/aspersoare-irigatii-c1459945.html > https://www.romstal.ro/rotative-c1459947.html > https://www.romstal.ro/aspersor-telescopic-rotativ-mini-8-raza-6-10m-mini-8-raza-6-10m.html
"COT PPR GRI, 90 GRD, D.32mm - Romstal","COT PPR GRI, 90 GRD, D.32mm",product,84,0,False,1,https://www.romstal.ro/cot-ppr-gri-90-grd-d-32mm-p38484.html,https://www.romstal.ro/cot-ppr-gri-90-grd-d-32mm.html,"Tevi, fitinguri, irigatii si izolatii > Tevi si fitinguri din plastic > Fitinguri ppr > Coturi ppr gri > COT PPR GRI, 90 GRD, D.32mm",https://www.romstal.ro/tevi-fitinguri-irigatii-si-izolatii-c1459672.html > https://www.romstal.ro/tevi-si-fitinguri-din-plastic-c1459777.html > https://www.romstal.ro/fitinguri-ppr-c1459789.html > https://www.romstal.ro/coturi-ppr-gri-c1459791.html > https://www.romstal.ro/cot-ppr-gri-90-grd-d-32mm.html
"GRUP POMPARE, DAB 2KV, 10/8T - Romstal","GRUP POMPARE, DAB 2KV, 10/8T",product,199,0,False,1,https://www.romstal.ro/grup-pompare-dab-2kv-10-8t-p19289.html,https://www.romstal.ro/grup-pompare-dab-2kv-10-8t.html,"Pompe, filtre si vase de expansiune > Hidrofoare, pompe si grupuri de pompare > Grupuri de pompare > 2kv > GRUP POMPARE, DAB 2KV, 10/8T",https://www.romstal.ro/pompe-filtre-si-vase-de-expansiune-c1459261.html > https://www.romstal.ro/hidrofoare-pompe-si-grupuri-de-pompare-c1459262.html > https://www.romstal.ro/grupuri-de-pompare-c1459301.html > https://www.romstal.ro/2kv-c1459305.html > https://www.romstal.ro/grup-pompare-dab-2kv-10-8t.html
"TERMOSTAT PROGRAMABIL KONTROLIA WT11, WIRELESS, LCD ILUMINAT - Romstal","Termostat programabil, Kontrolia, WT11, wireless, LCD iluminat",product,323,0,False,1,https://www.romstal.ro/termostat-programabil-kontrolia-wt11-wireless-lcd-iluminat.html,https://www.romstal.ro/termostat-programabil-kontrolia-wt11-wireless-lcd-iluminat.html,"Echipamente termice incalzire > Termostate, cronotermostate si automatizari > Termostate cronotermostate > Termostate si cronotermostate > Termostat programabil, Kontrolia, WT11, wireless, LCD iluminat",https://www.romstal.ro/echipamente-termice-incalzire-c1460077.html > https://www.romstal.ro/termostate-cronotermostate-si-automatizari-c1460137.html > https://www.romstal.ro/termostate-cronotermostate-c1460138.html > https://www.romstal.ro/termostate-si-cronotermostate-c1460139.html > https://www.romstal.ro/termostat-programabil-kontrolia-wt11-wireless-lcd-iluminat.html
